rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
290,7600,Manufacturing,John Reece,66,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,,True,U,M,1957-03-07 00:00:00,Reece,John,,4/4/2023 5:01,,,1957.0,3.0,7.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
290,7600,Real Estate,Leonard Stern,85,United States,New York,Real estate,Real Estate,United States,"Hartz Mountain Industries, Inc.",False,U,M,1938-03-28 00:00:00,Stern,Leonard,Chairman and CEO,4/4/2023 5:01,New York,Northeast,1938.0,3.0,28.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
290,7600,Technology,Joseph Tsai,59,Hong Kong,Hong Kong,E-commerce,Technology,Canada,,True,D,M,1964-01-19 00:00:00,Tsai,Joseph,,4/4/2023 5:01,,,1964.0,1.0,19.0,,,-2147483648,68,103,,,44,507454841
290,7600,Healthcare,Zhong Huijuan,62,China,Shanghai,Pharmaceuticals,Healthcare,China,,True,D,F,1961-01-01 00:00:00,Zhong,Huijuan,,4/4/2023 5:01,,,1961.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
299,7500,Sports,Arthur Blank,81,United States,Atlanta,Home Depot,Sports,United States,Atlanta Falcons,True,U,M,1942-09-27 00:00:00,Blank,Arthur,Chairman,4/4/2023 5:01,Georgia,South,1942.0,9.0,27.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
299,7500,Fashion & Retail,Charles Butt,85,United States,San Antonio,Supermarkets,Fashion & Retail,United States,,False,R,M,1938-02-03 00:00:00,Butt,Charles,,4/4/2023 5:01,Texas,South,1938.0,2.0,3.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
299,7500,Fashion & Retail,Ding Shijia,59,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,D,M,1964-01-01 00:00:00,Ding,Shijia,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
299,7500,Finance & Investments,"Paul Tudor Jones, II.",69,United States,Palm Beach,Hedge funds,Finance & Investments,United States,Tudor Investment Corporation,True,U,M,1954-09-28 00:00:00,Jones,Paul Tudor,Founder,4/4/2023 5:01,Florida,South,1954.0,9.0,28.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
299,7500,Finance & Investments,Henry Kravis,79,United States,New York,Private equity,Finance & Investments,United States,KKR & Co.,True,D,M,1944-01-06 00:00:00,Kravis,Henry,Co-Chair and Co-CEO,4/4/2023 5:01,New York,Northeast,1944.0,1.0,6.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
299,7500,Food & Beverage,Zhang Yong,53,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,,True,U,M,1970-07-01 00:00:00,Zhang,Yong,,4/4/2023 5:01,,,1970.0,7.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
305,7400,Technology,James Goodnight,80,United States,Cary,Software,Technology,United States,SAS Institute,True,U,M,1943-01-06 04:00:00,Goodnight,James,CEO,4/4/2023 9:01,North Carolina,South,1943.0,1.0,6.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
305,7400,Manufacturing,Sri Prakash Lohia,71,United Kingdom,London,Petrochemicals,Manufacturing,Indonesia,,False,U,M,1952-08-11 00:00:00,Lohia,Sri Prakash,,4/4/2023 5:01,,,1952.0,8.0,11.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
305,7400,Fashion & Retail,Ma Jianrong,59,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,,True,D,M,1964-01-01 00:00:00,Ma,Jianrong,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
305,7400,Real Estate,Robert Ng,71,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1952-01-01 00:00:00,Ng,Robert,,4/4/2023 5:01,,,1952.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
305,7400,Manufacturing,Steven Rales,72,United States,Santa Barbara,"Manufacturing, investments",Manufacturing,United States,Danaher,True,D,M,1951-03-31 00:00:00,Rales,Steven,Investor,4/4/2023 5:01,California,West,1951.0,3.0,31.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
305,7400,Construction & Engineering,Nassef Sawiris,62,Egypt,Cairo,"Construction, investments",Construction & Engineering,Egypt,,False,D,M,1961-01-19 00:00:00,Sawiris,Nassef,,4/4/2023 5:01,,,1961.0,1.0,19.0,288.57,9.2,-2147483648,36,107,71.8,12.5,45,100388073
305,7400,Food & Beverage,Harry Stine,82,United States,Adel,Agriculture,Food & Beverage,United States,,True,U,M,1941-11-30 00:00:00,Stine,Harry,,4/4/2023 5:01,Iowa,Midwest,1941.0,11.0,30.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
312,7300,Manufacturing,Benu Gopal Bangur,92,India,Kolkata,Cement,Manufacturing,India,,False,U,M,1931-06-01 00:00:00,Bangur,Benu Gopal,,4/4/2023 5:01,,,1931.0,6.0,1.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
312,7300,Metals & Mining,Iskander Makhmudov,60,Russia,Moscow,"Mining, metals, machinery",Metals & Mining,Russia,,True,U,M,1963-12-05 00:00:00,Makhmudov,Iskander,,4/4/2023 5:01,,,1963.0,12.0,5.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
312,7300,Fashion & Retail,Anders Holch Povlsen,51,Denmark,Aarhus,Fashion retail,Fashion & Retail,Denmark,,False,D,M,1972-11-04 00:00:00,Povlsen,Anders Holch,,4/4/2023 5:01,,,1972.0,11.0,4.0,110.35,0.8,-2147483648,81,102,81.0,32.4,24,5818553
312,7300,Logistics,Enrique Razon Jr.,63,Philippines,Manila,Ports,Logistics,Philippines,,False,U,M,1960-03-03 00:00:00,Razon Jr.,Enrique,,4/4/2023 5:01,,,1960.0,3.0,3.0,129.61,2.5,-2147483648,36,108,71.1,14.0,44,108116615
312,7300,Technology,Wang Laichun,56,China,Shenzhen,Electronics components,Technology,Hong Kong,,True,D,F,1967-06-03 00:00:00,Wang,Laichun,,4/4/2023 5:01,,,1967.0,6.0,3.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
317,7200,Finance & Investments,Arthur Dantchik,66,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,,True,N,M,1957-11-25 00:00:00,Dantchik,Arthur,,4/4/2023 5:01,Pennsylvania,Northeast,1957.0,11.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
317,7200,Technology,Terry Gou,73,Taiwan,Taipei,Electronics,Technology,Taiwan,Hon Hai Precision Industries,True,U,M,1950-10-18 00:00:00,Gou,Terry,CEO,4/4/2023 5:01,,,1950.0,10.0,18.0,,,-2147483648,68,103,,,44,507454841
317,7200,Real Estate,Jeff Greene,69,United States,Palm Beach,"Real estate, investments",Real Estate,United States,,True,U,M,1954-12-10 00:00:00,Greene,Jeff,,4/4/2023 5:01,Florida,South,1954.0,12.0,10.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
317,7200,Finance & Investments,Don Hankey,80,United States,Malibu,Auto loans,Finance & Investments,United States,Hankey Group,True,U,M,1943-06-13 00:00:00,Hankey,Don,Chairman,4/4/2023 5:01,California,West,1943.0,6.0,13.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
317,7200,Energy,Richard Kinder,79,United States,Houston,Pipelines,Energy,United States,Kinder Morgan Inc,True,D,M,1944-10-19 00:00:00,Kinder,Richard,Chairman and CEO,4/4/2023 5:01,Texas,South,1944.0,10.0,19.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
317,7200,Finance & Investments,Guillaume Pousaz,42,United Arab Emirates,Dubai,Fintech,Finance & Investments,Switzerland,,True,D,M,1981-08-15 00:00:00,Pousaz,Guillaume,,4/4/2023 5:01,,,1981.0,8.0,15.0,114.52,-1.9,-2147483648,37,109,77.8,0.1,16,9770529
317,7200,Fashion & Retail,Takahisa Takahara,62,Japan,Tokyo,Personal care goods,Fashion & Retail,Japan,,False,U,M,1961-07-12 00:00:00,Takahara,Takahisa,,4/4/2023 5:01,,,1961.0,7.0,12.0,105.48,0.5,-2147483648,64,99,84.2,11.9,47,126226568
317,7200,Food & Beverage,Zong Qinghou,78,China,Hangzhou,Beverages,Food & Beverage,China,Hangzhou Wahaha Group,True,D,M,1945-10-01 00:00:00,Zong,Qinghou,Chairman,4/4/2023 5:01,,,1945.0,10.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
325,7100,Technology,Judy Faulkner,80,United States,Madison,Healthcare software,Technology,United States,Epic Systems,True,U,F,1943-08-01 00:00:00,Faulkner,Judy,Founder and CEO,4/4/2023 5:01,Wisconsin,Midwest,1943.0,8.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
325,7100,Gambling & Casinos,Johann Graf,76,Austria,Vienna,Gambling,Gambling & Casinos,Austria,,True,U,M,1947-01-03 00:00:00,Graf,Johann,,4/4/2023 5:01,,,1947.0,1.0,3.0,118.06,1.5,-2147483648,86,104,81.6,25.4,52,8877067
325,7100,Service,Tamara Gustavson,62,United States,Lexington,Self storage,Service,United States,,False,D,F,1961-11-16 00:00:00,Gustavson,Tamara,,4/4/2023 5:01,Kentucky,South,1961.0,11.0,16.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
325,7100,Manufacturing,Liang Wengen,67,China,Changsha,Construction equipment,Manufacturing,China,,True,D,M,1956-12-14 00:00:00,Liang,Wengen,,4/4/2023 5:01,,,1956.0,12.0,14.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
325,7100,Healthcare,Frederik Paulsen,73,Switzerland,Lausanne,Health care,Healthcare,Sweden,,False,D,M,1950-10-30 00:00:00,Paulsen,Frederik,,4/4/2023 5:01,,,1950.0,10.0,30.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
325,7100,Finance & Investments,Wee Cho Yaw,94,Singapore,Singapore,Banking,Finance & Investments,Singapore,,False,D,M,1929-01-10 00:00:00,Wee,Cho Yaw,,4/4/2023 5:01,,,1929.0,1.0,10.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
325,7100,Manufacturing,Zhang Hejun,71,China,Ningbo,Electronics,Manufacturing,China,,True,U,M,1952-01-01 00:00:00,Zhang,Hejun,,4/4/2023 5:01,,,1952.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
332,7000,Technology,Marc Benioff,59,United States,San Francisco,Business software,Technology,United States,Salesforce.com,True,D,M,1964-09-25 00:00:00,Benioff,Marc,Chairman and CEO,4/4/2023 5:01,California,West,1964.0,9.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
332,7000,Media & Entertainment,Dmitri Bukhman,38,United Kingdom,London,Online games,Media & Entertainment,Israel,,True,D,M,1985-05-27 00:00:00,Bukhman,Dmitri,,4/4/2023 5:01,,,1985.0,5.0,27.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
332,7000,Media & Entertainment,Igor Bukhman,41,United Kingdom,London,Online games,Media & Entertainment,Israel,,True,D,M,1982-03-29 00:00:00,Bukhman,Igor,,4/4/2023 5:01,,,1982.0,3.0,29.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
332,7000,Technology,Jack Dangermond,78,United States,Redlands,Mapping software,Technology,United States,,True,U,M,1945-07-23 00:00:00,Dangermond,Jack,,4/4/2023 5:01,California,West,1945.0,7.0,23.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
332,7000,Manufacturing,Ashwin Dani & family,81,India,Mumbai,Paints,Manufacturing,India,,False,D,M,1942-10-24 00:00:00,Dani,Ashwin,,4/4/2023 5:01,,,1942.0,10.0,24.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
332,7000,Fashion & Retail,Ralph Lauren,84,United States,New York,Apparel,Fashion & Retail,United States,Ralph Lauren,True,U,M,1939-10-14 00:00:00,Lauren,Ralph,Chairman ,4/4/2023 5:01,New York,Northeast,1939.0,10.0,14.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
332,7000,Real Estate,Law Kar Po,75,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,1948-08-02 00:00:00,Law,Kar Po,,4/4/2023 5:01,,,1948.0,8.0,2.0,,,-2147483648,68,103,,,44,507454841
332,7000,Diversified,Rohiqa Cyrus Mistry,56,India,Mumbai,Diversified,Diversified,India,,False,N,F,1967-06-06 00:00:00,Mistry,Rohiqa Cyrus,,4/4/2023 5:01,,,1967.0,6.0,6.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
332,7000,Diversified,Shapoor Mistry,59,India,Mumbai,Diversified,Diversified,Ireland,,False,N,M,1964-09-06 00:00:00,Mistry,Shapoor,,4/4/2023 5:01,,,1964.0,9.0,6.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
332,7000,Food & Beverage,J. Christopher Reyes,70,United States,Hobe Sound,Food distribution,Food & Beverage,United States,"Reyes Holdings, LLC",True,D,M,1953-12-29 00:00:00,Reyes,J. Christopher,Co-Chairman,4/4/2023 5:01,Florida,South,1953.0,12.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
332,7000,Food & Beverage,Jude Reyes,68,United States,Palm Beach,Food distribution,Food & Beverage,United States,"Reyes Holdings, LLC",True,D,M,1955-09-16 00:00:00,Reyes,Jude,Co-Chairman,4/4/2023 5:01,Florida,South,1955.0,9.0,16.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
332,7000,Food & Beverage,Don Vultaggio & family,71,United States,Port Washington,Beverages,Food & Beverage,United States,,True,U,M,1952-02-26 00:00:00,Vultaggio,Don,,4/4/2023 5:01,New York,Northeast,1952.0,2.0,26.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
344,6900,Diversified,Alejandro Bailleres Gual & family,62,Mexico,,Diversified,Diversified,Mexico,,False,U,M,1961-01-01 00:00:00,Bailleres Gual,Alejandro,,4/4/2023 5:01,,,1961.0,1.0,1.0,141.54,3.6,-2147483648,41,106,75.0,13.1,56,126014024
344,6900,Diversified,Edythe Broad & family,87,United States,Los Angeles,"Homebuilding, insurance",Diversified,United States,,False,E,F,1936-01-01 00:00:00,Broad,Edythe,,4/4/2023 5:01,California,West,1936.0,1.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
344,6900,Food & Beverage,Pauline MacMillan Keinath,89,United States,St. Louis,Cargill,Food & Beverage,United States,,False,D,F,1934-01-01 00:00:00,Keinath,Pauline MacMillan,,4/4/2023 5:01,Missouri,Midwest,1934.0,1.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
344,6900,Finance & Investments,Philippe Laffont,56,United States,New York,Hedge fund,Finance & Investments,United States,Coatue Management,True,U,M,1967-09-16 00:00:00,Laffont,Philippe,Founder,4/4/2023 5:01,New York,Northeast,1967.0,9.0,16.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
344,6900,Technology,Liu Jincheng & family,59,China,Huizhou,Lithium batteries,Technology,China,,True,D,M,1964-09-22 00:00:00,Liu,Jincheng,,4/4/2023 5:01,,,1964.0,9.0,22.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
344,6900,Real Estate,Igor Olenicoff,81,United States,Lighthouse Point,Real estate,Real Estate,United States,,True,U,M,1942-09-20 00:00:00,Olenicoff,Igor,,4/4/2023 5:01,Florida,South,1942.0,9.0,20.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
344,6900,Fashion & Retail,Sandra Ortega Mera,55,Spain,La Coruna,Zara,Fashion & Retail,Spain,,False,U,F,1968-07-09 00:00:00,Ortega Mera,Sandra,,4/4/2023 5:01,,,1968.0,7.0,9.0,110.96,0.7,-2147483648,89,103,83.3,14.2,47,47076781
344,6900,Healthcare,Ronda Stryker,69,United States,Portage,Medical equipment,Healthcare,United States,,False,U,F,1954-05-01 00:00:00,Stryker,Ronda,,4/4/2023 5:01,Michigan,Midwest,1954.0,5.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Energy,Dannine Avara,59,United States,Houston,Pipelines,Energy,United States,,False,U,F,1964-03-09 00:00:00,Avara,Dannine,,4/4/2023 5:01,Texas,South,1964.0,3.0,9.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Diversified,Silvio Berlusconi & family,87,Italy,Milan,Media,Diversified,Italy,,True,D,M,1936-09-29 00:00:00,Berlusconi,Silvio,,4/4/2023 5:01,,,1936.0,9.0,29.0,110.62,0.6,-2147483648,62,102,82.9,24.3,60,60297396
352,6800,Gambling & Casinos,Denise Coates,56,United Kingdom,Stoke-on-Trent,Online gambling,Gambling & Casinos,United Kingdom,,True,U,F,1967-09-26 00:00:00,Coates,Denise,,4/4/2023 5:01,,,1967.0,9.0,26.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
352,6800,Energy,Scott Duncan,41,United States,Houston,Pipelines,Energy,United States,,False,U,M,1982-11-01 00:00:00,Duncan,Scott,,4/4/2023 5:01,Texas,South,1982.0,11.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Energy,Milane Frantz,54,United States,Houston,Pipelines,Energy,United States,,False,U,F,1969-08-12 00:00:00,Frantz,Milane,,4/4/2023 5:01,Texas,South,1969.0,8.0,12.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Finance & Investments,"Edward Johnson, IV.",59,United States,Boston,Fidelity,Finance & Investments,United States,,False,U,M,1964-11-18 00:00:00,Johnson,Edward,,4/4/2023 5:01,Massachusetts,Northeast,1964.0,11.0,18.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Finance & Investments,Yuri Milner,62,United States,Los Altos,Tech investments,Finance & Investments,Israel,DST Global,True,D,M,1961-11-11 00:00:00,Milner,Yuri,Investor,4/4/2023 5:01,California,West,1961.0,11.0,11.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Technology,Gordon Moore,94,United States,Woodside,Intel,Technology,United States,Intel Corp.,True,D,M,1929-01-03 00:00:00,Moore,Gordon,Cofounder and Chairman Emeritus,4/4/2023 5:01,California,,1929.0,1.0,3.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Finance & Investments,John Overdeck,54,United States,Millburn,Hedge funds,Finance & Investments,United States,Two Sigma,True,U,M,1969-12-21 00:00:00,Overdeck,John,Investor,4/4/2023 5:01,New Jersey,Northeast,1969.0,12.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Finance & Investments,David Siegel,62,United States,Scarsdale,Hedge funds,Finance & Investments,United States,Two Sigma,True,U,M,1961-07-15 00:00:00,Siegel,David,Investor,4/4/2023 5:01,New York,Northeast,1961.0,7.0,15.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
352,6800,Diversified,Viktor Vekselberg,66,Russia,Moscow,"Metals, investments",Diversified,Russia,,True,U,M,1957-04-14 00:00:00,Vekselberg,Viktor,,4/4/2023 5:01,,,1957.0,4.0,14.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
352,6800,Technology,Wang Laisheng,59,China,Shenzhen,Electronics components,Technology,Hong Kong,,True,D,M,1964-12-14 00:00:00,Wang,Laisheng,,4/4/2023 5:01,,,1964.0,12.0,14.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
352,6800,Energy,Randa Duncan Williams,62,United States,Houston,Pipelines,Energy,United States,Enterprise GP Holdings,False,U,F,1961-08-28 00:00:00,Williams,Randa Duncan,Non-Executive Chairman of the Board,4/4/2023 5:01,Texas,South,1961.0,8.0,28.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Finance & Investments,Ken Fisher,73,United States,Dallas,Money management,Finance & Investments,United States,,True,U,M,1950-11-29 00:00:00,Fisher,Ken,,4/4/2023 5:01,Texas,South,1950.0,11.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Finance & Investments,Christopher Hohn,57,United Kingdom,London,Hedge funds,Finance & Investments,United Kingdom,The Children's Investment Fund Management,True,D,M,1966-10-27 00:00:00,Hohn,Christopher,Investor,4/4/2023 5:01,,,1966.0,10.0,27.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
365,6700,Manufacturing,Kjeld Kirk Kristiansen,76,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,M,1947-12-27 00:00:00,Kristiansen,Kjeld Kirk,,4/4/2023 5:01,,,1947.0,12.0,27.0,110.35,0.8,-2147483648,81,102,81.0,32.4,24,5818553
365,6700,Manufacturing,Sofie Kirk Kristiansen,47,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,F,1976-01-01 00:00:00,Kristiansen,Sofie Kirk,,4/4/2023 5:01,,,1976.0,1.0,1.0,110.35,0.8,-2147483648,81,102,81.0,32.4,24,5818553
365,6700,Manufacturing,Thomas Kirk Kristiansen,44,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,M,1979-01-01 00:00:00,Kristiansen,Thomas Kirk,,4/4/2023 5:01,,,1979.0,1.0,1.0,110.35,0.8,-2147483648,81,102,81.0,32.4,24,5818553
365,6700,Healthcare,Massimiliana Landini Aleotti & family,80,Italy,Fiesole,Pharmaceuticals,Healthcare,Italy,,False,U,F,1943-01-01 00:00:00,Landini Aleotti,Massimiliana,,4/4/2023 5:01,,,1943.0,1.0,1.0,110.62,0.6,-2147483648,62,102,82.9,24.3,60,60297396
365,6700,Automotive,Li Ping,55,China,Ningde,Batteries,Automotive,Hong Kong,,True,D,M,1968-01-01 00:00:00,Li,Ping,,4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
365,6700,Manufacturing,Lin Jianhua,61,China,Hangzhou,Solar panel components,Manufacturing,China,,True,Split Family Fortune,M,1962-08-01 00:00:00,Lin,Jianhua,,4/4/2023 5:01,,,1962.0,8.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
365,6700,Manufacturing,Magdalena Martullo-Blocher,54,Switzerland,Feldmeilen,Chemicals,Manufacturing,Switzerland,,False,D,F,1969-01-01 00:00:00,Martullo-Blocher,Magdalena,,4/4/2023 5:01,,,1969.0,1.0,1.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
365,6700,Telecom,Xavier Niel,56,France,Paris,"Internet, telecom",Telecom,France,,True,D,M,1967-08-25 00:00:00,Niel,Xavier,,4/4/2023 5:01,,,1967.0,8.0,25.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
365,6700,Energy,Terrence Pegula,72,United States,Boca Raton,Natural gas,Energy,United States,Buffalo Sabres,True,U,M,1951-03-27 00:00:00,Pegula,Terrence,Owner,4/4/2023 5:01,Florida,South,1951.0,3.0,27.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Real Estate,"Edward Roski, Jr.",85,United States,Los Angeles,Real estate,Real Estate,United States,"Majestic Realty, Co.",False,U,M,1938-12-25 00:00:00,Roski,Edward,President and Chairman,4/4/2023 5:01,California,West,1938.0,12.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Real Estate,John A. Sobrato & family,84,United States,Atherton,Real estate,Real Estate,United States,Sobrato Development Cos.,True,U,M,1939-05-23 00:00:00,Sobrato,John A.,Founder and Chairman,4/4/2023 5:01,California,West,1939.0,5.0,23.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Finance & Investments,George Soros,93,United States,Katonah,Hedge funds,Finance & Investments,United States,Soros Fund Management LLC,True,D,M,1930-08-12 00:00:00,Soros,George,Founder,4/4/2023 5:01,New York,Northeast,1930.0,8.0,12.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Technology,David Sun,72,United States,Irvine,Computer hardware,Technology,United States,Kingston Technology Corporation,True,U,M,1951-10-12 00:00:00,Sun,David,COO,4/4/2023 5:01,California,West,1951.0,10.0,12.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Manufacturing,Agnete Kirk Thinggaard,40,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,F,1983-05-18 00:00:00,Thinggaard,Agnete Kirk,,4/4/2023 5:01,,,1983.0,5.0,18.0,110.35,0.8,-2147483648,81,102,81.0,32.4,24,5818553
365,6700,Technology,John Tu,82,United States,Rolling Hills,Computer hardware,Technology,United States,Kingston Technology Corporation,True,U,M,1941-08-12 00:00:00,Tu,John,President,4/4/2023 5:01,California,West,1941.0,8.0,12.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
365,6700,Food & Beverage,Xu Shihui,65,China,Quanzhou,"Snacks, beverages",Food & Beverage,China,,True,D,M,1958-01-01 00:00:00,Xu,Shihui,,4/4/2023 5:01,,,1958.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
